Movie,Year,Certificate,Genre,Overview,Runtime,Rating,No.of.Ratings,Director,Hero,Heroine
Jai Chiranjeeva,2005,U,"Action, Comedy, Drama            ","    Sathyanarayana Murthy, a farmer from Amalapuram, swears vengeance on criminals who killed his niece.",174,5.8,482,K. Vijaya Bhaskar,Chiranjeevi, Sameera Reddy
Magalir Mattum,1994,Unrated,"Comedy, Drama, Thriller            ","    Three female employees are fed up with their lecherous boss, and they come up with a plan to get even. Unfortunately, he ends up in the hospital and they are stuck with the dead body of a terrorist.",132,7.3,482,Bramma,Jyothika, Urvashi
Anaganaga O Dheerudu,2011,PG-13,"Action, Adventure, Family            ","    In a teardrop-shaped land called Sangarashtra, a 9-year-old girl with special healing powers tries to save her homeland from the tyranny of an evil queen with the help of a blind swordsman.",133,5.1,478,Prakash Kovelamudi,Siddharth, Shruti Haasan
Supreme Khiladi,2016,UA,"Action, Comedy            ","    Balu (Sai Dharma Tej ), a cab driver, gets involved in a fight against the mafia when he comes across a child that the mob wants dead.",142,6.1,476,Anil Ravipudi,Sai Dharam Tej, Raashi Khanna
Aakali Rajyam,1981,A,Drama            ,    A young revolutionary rejects the future his parents chose for him and travels to Delhi to forge his own life and according to his own ideals. His quest to find a job that does not entail ...                See full summaryÂ Â»,138,8.1,476,K. Balachander,Kamal Haasan, Radha
Okka Magadu,2008,A,"Action, Comedy, Drama            ","    Veera Venkata Satyanarayana Swamy(Balakrishna) is a good samaritan. He helps his fellow villagers in their need. When the police blame him for a few murders, a vigilante named Okka Magadu(...                See full summaryÂ Â»",150,2.1,474,Y.V.S. Chowdary,Balakrishna, Simran
Phoonk 2,2010,A,"Drama, Horror, Mystery            ","    While on vacation, children and their father are terrorized by their mother and wife respectively.",110,3.1,472,Milind Gadagkar,Sudeep, Amruta Khanvilkar
Tappu Chesi Pappu Koodu,2002,NA,Comedy            ,nan,147,5.4,467,K. Raghavendra Rao,Mohan Babu, Gracy Singh
Bhairava Dweepam,1994,U,"Action, Adventure, Comedy            ",    A royal prince is raised by adoptive parents and experiences romance and adventure on his way to his destiny.,162,7.8,466,Singeetam Srinivasa Rao,Balakrishna, Roja Selvamani
Needi Naadi Oke Katha,2018,U,Drama            ,"    A middle-class youth raises his voice against the traditional, standardized system of education that does not take into account each student's skill and nor make them think.",121,7.8,462,Venu Udugula,Sree Vishnu, Satna Titus
Narasimha Naidu,2001,NA,"Action, Drama            ",    Revenge story between two neighboring villages with one headed by a bad person and the other headed by a good person.,161,7,462,B. Gopal,Balakrishna, Simran
Chintakayala Ravi,2008,NA,"Comedy, Drama, Romance            ",    Ravi who works in a bar pretends that he is a software engineer in America for the sake of his mother and finally revealed due to marriage reasons. He then finds true love and his mother realizes the reason behind his work.,150,5.5,460,Yogi,Venkatesh, Anushka Shetty
Yogi,2007,UA,"Action, Drama            ",    A mother from a small village searches for her son in Hyderabad; unaware that he has changed his name and is now both a target and a threat for all the gangsters of the city.,155,4.5,458,V.V. Vinayak,Prabhas, Nayanthara
Yaman,2017,U,"Action, Drama, Thriller            ","    After losing his father to a bunch of scheming politicians, a young man decides to wade into the corrupt and unscrupulous world of politics to avenge his death.",152,6.2,456,Jeeva Shankar,Vijay Antony, Miya
Anando Brahma,2017,U,"Comedy, Horror            ","    An NRI wants to sell his ancestral home, but later hears rumours of it being haunted. Unwilling to sell the property at a throwaway price, he asks a team of four guys to spend a night in the house and prove that it isn't a ghost den.",123,6.7,454,Mahi V. Raghav,Taapsee Pannu,NA
Vanaja,2006,NA,Drama            ,"    Vanaja, the 15 year old daughter of a financially troubled fisherman goes to work in the local landlady's house in hopes of learning Kuchipudi dance. She does well, but when the Landlady's ...                See full summaryÂ Â»",111,7.1,452,Rajnesh Domalpalli,Mamatha Bhukya, Urmila Dammannagari
Raja Vaaru Rani Gaaru,2019,UA,Romance            ,"    Raja Vaaru Rani Gaaru is the story of Raju who falls in love with Rani but is unable to express his emotions. Set in a beautiful village, watch as Raju and two of his friends deal with the toils and troubles of romance.",133,7.6,443,Ravi Kiran Kola,Rahul Vijay, Kiren Jogi
Gangotri,2003,U,"Action, Drama, Romance            ",    Neelakantha Naidu (Prakash Raj) had a daughter Gangotri (Aditi Agarwal) after a long time. But as per her horoscope the infant child has a threat from water. So Neelakantha always takes ...                See full summaryÂ Â»,0,4.6,440,K. Raghavendra Rao,Allu Arjun, Aditi Agarwal
Golimar,2010,A,Action            ,    An 'encounter specialist' police officer becomes famous for killing criminals and finds himself targeted by gangsters and corrupt officers.,160,5.9,435,Puri Jagannadh,Gopichand, Priyamani
Narasimhudu,2005,A,"Action, Drama            ",    A villager pretending to be mute comes to the city and avenges his sister's rape by the hands of powerful city gangsters.,0,2.9,434,B. Gopal,NTR Jr., Amisha Patel
Swayam Krushi,1987,U,Drama            ,    Story of a cobbler who believes in hard work and righteousness.. This movie is about respecting the importance of manual labor.,164,8.3,434,K. Viswanath,Chiranjeevi, Vijayashanti
Mental Madhilo,2017,UA,"Comedy, Drama, Romance            ","    An indecisive guy who has been rejected by several women, finds himself in a spot when he has to choose between two women.",142,7.4,433,Vivek Athreya,Sree Vishnu, Nivetha Pethuraj
Gaayam,1993,A,"Action, Drama            ","    Durga is all set to marry Anitha and settle down, but things change when his brother is killed by the local MLA, who wants to settle the score with the mafia.",140,7.3,432,Ram Gopal Verma,Jagapathi Babu, Urmila Matondkar
Rayalaseema Ramanna Chowdary,2000,NA,"Action, Drama            ",    A pious man who wants to build a temple on his property resists the efforts of a wealthy but unscrupulous landowner to acquire the land.,164,6.3,431,Suresh Krishna,Mohammad Ali, Soundarya
Gokulamlo Seetha,1997,U,"Drama, Romance            ","    Pawan, a Casanova and spoiled brat, tries to woo Sirisha and later falls for her. He starts mending his ways for his love, as his past traits creates disturbances in his love life.",140,5.6,430,A. Karunakaran,Pawan Kalyan, Raasi
Rajanna,2011,NA,"Action, Drama, History            ","    In Nelakondapalli village, Adilabad district, Mallamma (Annie) is a girl who is a very talented singer. She is taken care of by an elderly man in her village. On one occasion, the elderly ...                See full summaryÂ Â»",132,6.5,429,Rajanna,Nagarjuna, Sneha
Hushaaru,2018,A,Comedy            ,    Four friends from middle-class families believe in carving a niche for themselves by not following a trodden path set by others.,140,6.9,426,Sree Harsha Konuganti,Tejus Kancherla,Daksha Nagarkar
Swarnakamalam,1988,U,"Drama, Musical, Romance            ","    A painter who recently moved into the neighborhood helps his neighbor, a retired cultural dance artist. He helps by painting billboards advertising events in which the artist and his ...                See full summaryÂ Â»",143,8,425,K. Viswanath,Venkatesh, Bhanupriya
Tadakha,2013,UA,Action            ,    Siva (Sunil) and Karthik (Naga Chaitanya) are brothers. Elder brother Siva is a timid and shy. He fears for everything. Karthik is a dynamic guy who is very protective of his elder brother....                See full summaryÂ Â»,147,5.5,424,Kishore Kumar Pardasani ,Naga Chaitanya, Tamannaah 
Nenu Naa Rakshasi,2011,NA,"Action, Drama            ",    The journey of a girl who is interested in suicides and a boy who is interested in her.,140,5,423,Puri Jagannadh,Rana Daggubati, Ileana D'Cruz
Vikram,2022,NA,"Action, Adventure, Sci-Fi            ","    Vikram, a cop who is mourning the death of his wife, is assigned to retrieve a missile. He is aided by a highly educated engineer Preethi, who holds the knowledge to disarm the nuke, in his mission.",136,7.2,420,Rajesh M. Selva,Kamal Haasan, 
Kadhal Desam,1996,NA,"Comedy, Drama, Romance            ","    In a city in Southern India traditional rivalry has always existed between the students of Pachiappas and Loyala Colleges respectively. While Rajesh studies in Pachiappas College, lives in ...                See full summaryÂ Â»",158,6.8,418,Kathir,Vineeth, Tabu
Mudra,2019,UA,"Action, Thriller            ",    An investigative journalist is arrested for cheating banks with fake certificates. He discovers a crime syndicate behind the scam and decides to investigate it himself.,108,7,416,TN Santosh,Nikhil Siddharth, Lavanya Tripathi
Naa Autograph Sweet Memories,2004,NA,"Drama, Romance            ","    3 different phases of Seenu's(Ravi Teja) life, from his first love in childhood to his successful career and marriage.",148,7.3,415,S. Gopal Reddy,Ravi Teja, Gopika
Dum Dum Dum,2001,NA,"Comedy, Romance            ",    The story revolves around an unhappy groom and bride forced into a wedding. The groom backs away because he is reluctant to give up his life of wine and women in the city while the bride is...                See full summaryÂ Â»,151,7,415,Mani Ratnam,Madhavan, Jyothika
Challenge,1984,U,Drama            ,"    The story of a young un-employed youth, who instead of despairing uses his skills to earn tons of money to show to the world that anything is possible if there is will to do it.",152,7.8,415,Kodi Ramakrishna,Chiranjeevi, Vijayashanti
Kalisundam Raa,2000,U,Drama            ,    Raghavaiah (K. Vishwanath) and Ram Mohan Rao (Ranganath) are brothers-in-law. But Ram Mohan Rao is at loggerheads with Raghavaiah because of a family feud. Raghavaiah is nearing his 60's ...                See full summaryÂ Â»,156,7.3,414,Krishna Vamsi,Venkatesh, Simran
Pandaga Chesko,2015,UA,"Action, Drama, Family            ","    Karthik, a money minded businessman, gets engaged to another money-minded girl Anushka. When his factory gets shut down by an environment activist Divya, he goes back to India only to fall in love with her.",162,5.4,413,G. Nageswara Reddy,Ram, Rakul Preet Singh
Lakshmi,2006,U,"Action, Drama            ","    Lakshmi (Venkatesh) a business tycoon hides a secret about his past in front of his brothers which leads to unexpected consequences. At the same time, villain allies with his brothers and make them turn against Lakshmi.",0,5.8,410,V. V. Vinayak,Venkatesh, Nayanthara
Daddy,2001,U,Drama            ,"    Raj's daughter has a heart ailment. He starts a chit fund business but is conned and imprisoned. With his daughter dead and wife gone, he anonymously begins to fund a hospital and work as a volunteer.",157,6.5,408,Suresh Krissna,Chiranjeevi, Simran
Seetha,2019,UA,Romance            ,"    A four-year-old Ram is left in a monastery by a person named Anand Mohan and is promised that Sita will come to take care of him. Ram is innocent and cute. He makes Ram promise that he too,...                See full summaryÂ Â»",161,4.7,405,A. Karunakaran,Venkatesh, Soundarya
Kalki,2019,UA,"Action, Thriller            ","    The village of Kollapuram is under the rule of Narsappa (Ashutosh Rana) and Perumal (Shatru). One day during a local festival Sekhar (Siddhu Jonnalagadda), brother of Narsappa gets killed. ...                See full summaryÂ Â»",140,7,405,Krish Jagarlamudi,Dr. Rajasekhar, Aditi Chengappa
Parama Veera Chakra,2011,UA,"Action, Drama            ",    A famous actor is asked to play the role of his lookalike army major and eventually battle his enemies.,160,2,402,K. Raghavendra Rao,Balakrishna, Sheela
Samarasimha Reddy,1999,UA,"Action, Drama            ",    Revenge story between Samarasimha Reddy and Veera Raghava Reddy.,148,7.1,402,Nandini Reddy,Nandamuri Balakrishna, Simran
Andhrawala,2004,U,"Action, Drama            ",    A young man fights the mafia in his town for better life to his people but this leads to chain wars between the mafia and him.,180,3.5,402,Dasaradh,Nandamuri Taraka Rama Rao, Rakshita
Hyper,2016,UA,"Action, Drama            ",    A young man fights a corrupt government official.,144,5.7,400,Santosh Srinivas,Ram Pothineni, Raashi Khanna
Kalloori,2007,U,Drama            ,"    A group of nine childhood friends join an arts college together in a small town. Soon, Shobana becomes a part of their group, joining in the fun and games. Muthu eventually falls in love with her.",140,7.3,400,Balaji Sakthivel,Akshaye Khanna, Asin
Veera,2011,UA,"Action, Comedy, Drama            ",    A man wants to avenge his family's death which has been mass murdered by a bad guy.,156,3.8,399,Ramesh Varma,Ravi Teja, Kajal Aggarwal
Criminal,1995,A,"Action, Romance, Thriller            ","    After witnessing the sudden death of a woman, who was unable to afford hospital treatment, Dr. Ajay Kumar cancels his immigration to America and instead sets out to build a hospital that ...                See full summaryÂ Â»",123,5.7,399,Mahesh Manjrekar,Nagarjuna, Manisha Koirala
Gharana Mogudu,1992,U,"Action, Comedy, Drama            ",    An arrogant daughter of a rich industrialist decides to marry their factory employee in order to teach him a lesson. But things changes a lot after their marriage.,149,7.3,398,K. Raghavendra Rao,Chiranjeevi, Nagma
Namo Venkatesa,2010,NA,"Action, Crime, Romance            ",    A mimic artist/ventriloquist is fooled into believing that a woman loves him.,152,5.4,391,Sreenu Vaitla,Venkatesh, Trisha Krishnan
Annayya,2000,U,"Comedy, Drama, Family            ",    The story of an elder brother who would do anything for his younger brothers.,157,6.6,389,Muthyala Subbaiah,Rajasekhar, Soundarya
Mesthri,2009,NA,Drama            ,    An upstanding businessman is forced to seek revenge when an associate of his is murdered.,137,4.6,387,S. S. Rajamouli,Chiranjeevi, Meena
Little Soldiers,1996,U,"Family, Musical, Comedy            ","    Two ill-behaved children are orphaned in an accident and are forced to live with their estranged grandfather, a hard-boiled veteran. Their relationship is strained at first, but over time they warm up to each other.",105,7.9,387,Ravi Babu,Baladitya, Kavya Annapareddy
Alludu Seenu,2014,A,"Action, Comedy            ","    In this quest for sanctuary, love, and identity, a man and his uncle arrive in Hyderabad, where they capitalize on the uncle's resemblance to a local don.",151,4.3,386,Vamshi Paidipally,Sai Srinivas Bellamkonda, Samantha 
Yuddham Sharanam,2017,UA,"Action, Thriller            ","    When his family is torn apart, Arjun sets out to on a journey to solve the mystery and seek revenge.",141,6,385,Ram Gopal Verma,Naga Chaitanya, Lavanya Tripathi
